/////////////////////////////////////////////////////////////////////////////
//NPC NAME - 016 - Sivia
/////////////////////////////////////////////////////////////////////////////
//Index Type   	Level   Dur   	Skill   Luck   Option   ExcOp	SetOp	JoH	OEx	Socket1	Socket2	Socket3	Socket4	Socket5
14	0	0	3	0	0	0	0 0 0 0 0 0 0 0 0	//Apple
14	1	0	3	0	0	0	0 0 0 0 0 0 0 0 0	//Small Healing Potion
14	2	0	3	0	0	0	0 0 0 0 0 0 0 0 0	//Healing Potion
14	3	0	3	0	0	0	0 0 0 0 0 0 0 0 0	//Large Healing Potion
14	4	0	3	0	0	0	0 0 0 0 0 0 0 0 0	//Small Mana Potion
14	5	0	3	0	0	0	0 0 0 0 0 0 0 0 0	//Mana Potion
14	6	0	3	0	0	0	0 0 0 0 0 0 0 0 0	//Large Mana Potion
14	8	0	3	0	0	0	0 0 0 0 0 0 0 0 0	//Antidote
13	29	0	255	0	0	0	0 0 0 0 0 0 0 0 0	//Armor of Guardsman
14	9	0	255	0	0	0	0 0 0 0 0 0 0 0 0	//Ale
//14	23	0	255	0	0	0	0 0 0 0 255 255 255 255 255	//Scroll of the Emperor
//14	24	0	255	0	0	0	0 0 0 0 255 255 255 255 255	//Broken Sword
//14	68	0	255	0	0	0	0 0 0 0 255 255 255 255 255	//Abyssal Eye
//14	25	0	255	0	0	0	0 0 0 0 255 255 255 255 255	//Tear of Elf
//14	26	0	255	0	0	0	0 0 0 0 255 255 255 255 255	//Soul Shard of Wizard
//14	66	0	255	0	0	0	0 0 0 0 255 255 255 255 255	//Hell-Miner Horn
//14	67	0	255	0	0	0	0 0 0 0 255 255 255 255 255	//Dark Phoenix Feather
//14	65	0	255	0	0	0	0 0 0 0 255 255 255 255 255	//Death-beam Knight Flame
//14	23	1	255	0	0	0	0 0 0 0 255 255 255 255 255	//Scroll of the Emperor
end
