//=========================================================================================================================================
// NHServers www.nhservers.com.br
//=========================================================================================================================================
/////////////////////////////////////////////////////////////////////////////
//NPC NAME - 017 - Leah
/////////////////////////////////////////////////////////////////////////////
//Index Type   	Level   Dur   	Skill   Luck   Option   ExcOp	SetOp	JoH	OEx	Socket1	Socket2	Socket3	Socket4	Socket5

5	14	2	0	0	1	1	0 0 0 0 0 0 0 0 0	//Mystery Stick
5	15	2	0	0	1	1	0 0 0 0 0 0 0 0 0	//Violent Wind Stick
5	16	2	0	0	1	1	0 0 0 0 0 0 0 0 0	//Red Wing Stick
5	17	2	0	0	1	1	0 0 0 0 0 0 0 0 0	//Ancient Stick
13	1	0	0	0	0	0	0 0 0 0 0 0 0 0 0	//Imp
13	1	0	0	0	0	0	0 0 0 0 0 0 0 0 0	//Imp
13	0	0	0	0	0	0	0 0 0 0 0 0 0 0 0	//Guardian Angel
13	0	0	0	0	0	0	0 0 0 0 0 0 0 0 0	//Guardian Angel
13	1	0	0	0	0	0	0 0 0 0 0 0 0 0 0	//Imp
13	1	0	0	0	0	0	0 0 0 0 0 0 0 0 0	//Imp
13	0	0	0	0	0	0	0 0 0 0 0 0 0 0 0	//Guardian Angel
13	0	0	0	0	0	0	0 0 0 0 0 0 0 0 0	//Guardian Angel
5	21	2	0	1	1	1	0 0 0 0 0 0 0 0 0	//Book of Samut
5	22	2	0	1	1	1	0 0 0 0 0 0 0 0 0	//Book of Neil
14	3	0	50	0	0	0	0 0 0 0 0 0 0 0 0	//Large Healing Potion
14	3	0	50	0	0	0	0 0 0 0 0 0 0 0 0	//Large Healing Potion
14	6	0	50	0	0	0	0 0 0 0 0 0 0 0 0	//Large Mana Potion
14	6	0	50	0	0	0	0 0 0 0 0 0 0 0 0	//Large Mana Potion
end
