/////////////////////////////////////////////////////////////////////////////
//NPC NAME - 005 - Amy the Potion Girl
/////////////////////////////////////////////////////////////////////////////
//Index Type   	Level   Dur   	Skill   Luck   Option   ExcOp	SetOp	JoH	OEx	Socket1	Socket2	Socket3	Socket4	Socket5
14	24	0	1	0	0	0	0       0       0       0       255     255     255     255     255	//Broken Sword
14	24	1	1	0	0	0	0       0       0       0       255     255     255     255     255	//Broken Sword
14	66	0	1	0	0	0	0       0       0       0       255     255     255     255     255	//3rd
14	67	0	1	0	0	0	0       0       0       0       255     255     255     255     255	//3rd
14	65	0	1	0	0	0	0       0       0       0       255     255     255     255     255	//3rd
14	23	0	1	0	0	0	0       0       0       0       255     255     255     255     255	//Scroll of the Emperor
14	25	0	1	0	0	0	0       0       0       0       255     255     255     255     255	//Tear of Elf
14	26	0	1	0	0	0	0       0       0       0       255     255     255     255     255	//Soul Shard of Wizard
14	23	1	1	0	0	0	0       0       0       0       255     255     255     255     255	//Scroll of the Emperor
end
